node1,node2,TP2_T7,TP2_T9,T7,T8,T9
ARPC1A,PICALM,0-1,0,0,1,1
P4HB,PPIB,0-1,1-0,0,1,0
MRPS5,PLEC,0-1,1-0,0,1,0
CPSF3,PQBP1,0-1,1-0,0,1,0
CDK1,LPIN3,0,0-1,0,0,1
GRWD1,WDR36,0-1,1-0,0,1,0
AP1S2,CTSZ,0-1,1-0,0,1,0
PRPF19,SNRPB2,0,1-0,1,1,0
CD2BP2,GCFC2,0-1,1-0,0,1,0
RPL7A,RPS5,0-1,1-0,0,1,0
PRPF31,SF3B2,1-0,0,1,0,0
RPL14,RPL18A,0-1,1-0,0,1,0
POLR2L,PPIL1,0,1-0,1,1,0
RPL27,UBA52,0-1,1-0,0,1,0
HNRNPF,HNRNPM,0-1,1-0,0,1,0
MRPL10,MRPS18B,0-1,1-0,0,1,0
EIF5B,RPL35,0,1-0,1,1,0
RALA,STX4,0-1,1-0,0,1,0
BUB3,SEC13,0,0,1,1,1
NBN,POLD4,0,1-0,1,1,0
EIF4A1,RPL8,0-1,1-0,0,1,0
SF3B5,SNRPC,0-1,1-0,0,1,0
AP2M1,PACSIN3,0-1,1-0,0,1,0
CDK1,H1F0,0,0-1,0,0,1
EPHB3,EPHB4,0-1,1-0,0,1,0
YWHAB,YWHAZ,0-1,1-0,0,1,0
DHX16,USP39,0-1,1-0,0,1,0
CD74,HLA-DOB,1-0,0,1,0,0
MCM8,ORC3,0-1,1-0,0,1,0
EXOSC5,PARN,0-1,1-0,0,1,0
ATM,XRCC3,0-1,1-0,0,1,0
IL31RA,OSMR,0,1-0,1,1,0
RPS6,TPT1,0,1-0,1,1,0
CENPF,CENPH,0-1,1-0,0,1,0
AP1S1,ARF1,0-1,1-0,0,1,0
RPS10,RPS27,0-1,1-0,0,1,0
NOP58,RRS1,1-0,0,1,0,0
H2AFJ,NCAPD3,0-1,1-0,0,1,0
ERCC1,RFC3,0,1-0,1,1,0
SARNP,THOC3,0-1,1-0,0,1,0
PPIL1,SNRPN,0-1,1-0,0,1,0
MCM2,MCM5,0,0-1,0,0,1
NOL6,PES1,0-1,1-0,0,1,0
NDUFA8,NDUFS2,1-0,0,1,0,0
MRPL58,MRPS15,0-1,1-0,0,1,0
ARPC4,SYNJ2,0-1,0,0,1,1
MRPS24,MRPS27,0-1,1-0,0,1,0
CBL,RAB5A,0,0-1,0,0,1
BRCA1,SYNE2,0-1,1-0,0,1,0
NRAS,PIK3CD,0-1,0,0,1,1
RPS14,RPS16,0-1,1-0,0,1,0
PDCD11,PUM3,0-1,1-0,0,1,0
ACTB,TUBB4A,0-1,0,0,1,1
ADSL,AK3,0-1,1-0,0,1,0
CBX3,HDAC1,0,1-0,1,1,0
RNF4,UBR4,0-1,1-0,0,1,0
PIK3CD,PLCB3,0-1,0,0,1,1
HNRNPM,SRSF2,0-1,1-0,0,1,0
ARPC1A,MYO5A,0,1-0,1,1,0
FCF1,NOC4L,0-1,1-0,0,1,0
SNRPD1,SRSF1,0-1,1-0,0,1,0
HIST1H2BD,POLR1B,0-1,1-0,0,1,0
TBCA,TUBA1A,0,0,1,1,1
CUL7,UBE2Q2,0-1,1-0,0,1,0
RPL21,RPS15A,0-1,1-0,0,1,0
COLGALT1,P4HB,0-1,1-0,0,1,0
ARFGAP1,TMED10,0-1,1-0,0,1,0
GCFC2,POLR2E,1-0,0,1,0,0
SAR1B,TRAPPC1,0-1,1-0,0,1,0
SF3A2,SNRPB2,0-1,1-0,0,1,0
STX4,STX8,0,0-1,0,0,1
KDELR1,ZW10,0,1-0,1,1,0
CDKN1A,PTP4A1,0,1-0,1,1,0
PSMB7,UBA52,0-1,1-0,0,1,0
SYT8,VAMP8,0-1,1-0,0,1,0
PES1,RPL24,1-0,0,1,0,0
SUMO2,UBA52,0-1,0,0,1,1
NOP14,WDR12,0-1,1-0,0,1,0
TADA3,WDR5,0,1-0,1,1,0
DCTPP1,POLE4,0-1,1-0,0,1,0
HSPA5,NUP62,0-1,1-0,0,1,0
MRPL12,MRPL40,0-1,1-0,0,1,0
HIST1H2BD,MND1,0,1-0,1,1,0
EEF1B2,EEF1G,0-1,1-0,0,1,0
COX15,CYC1,0-1,1-0,0,1,0
CLNS1A,SNRPD1,0-1,1-0,0,1,0
SPARC,TGFB1,0-1,1-0,0,1,0
CENPK,RUVBL1,0,0-1,0,0,1
PQBP1,RBMX,0-1,1-0,0,1,0
CCNB2,ZW10,0,1-0,1,1,0
PLA2G4D,PTDSS2,0,1-0,1,1,0
RPL18A,RPS27A,0-1,1-0,0,1,0
EPHA4,TIAM1,0-1,1-0,0,1,0
NOP58,UTP11,0,0-1,0,0,1
EPHB4,LYN,0,0-1,0,0,1
CYP3A5,GSTO1,0,1-0,1,1,0
MPHOSPH10,RPP40,0-1,1-0,0,1,0
GPC1,ROBO1,0-1,1-0,0,1,0
CYC1,TIMM44,0-1,1-0,0,1,0
RBCK1,RNF123,0,1-0,1,1,0
ECM1,EGF,0-1,0,0,1,1
POLD1,PRKDC,0-1,1-0,0,1,0
ARHGEF28,EFNB1,0,0-1,0,0,1
KDELR3,TMED9,0-1,1-0,0,1,0
HDAC1,NUP62,1-0,0,1,0,0
KLHL9,RBCK1,0-1,1-0,0,1,0
ARF4,COPG1,0,0-1,0,0,1
CSE1L,TP53I3,0-1,1-0,0,1,0
CDC5L,SF3B5,0-1,1-0,0,1,0
CHRNA5,CHRNA9,0,0-1,0,0,1
CETN2,PRKDC,0-1,1-0,0,1,0
RHOC,VAV2,0,0-1,0,0,1
CTSD,RAB5A,0-1,1-0,0,1,0
DHX15,SF3B3,1-0,0,1,0,0
COPG1,KIF16B,0,0-1,0,0,1
HNRNPUL1,SF3B2,0-1,1-0,0,1,0
RPL22,RPL38,0-1,1-0,0,1,0
CANT1,RRM2,0,0-1,0,0,1
DNAJC8,PCBP2,0-1,1-0,0,1,0
PLPP1,SMPD2,0-1,1-0,0,1,0
MRPL12,RPL35,0-1,1-0,0,1,0
HNRNPA3,SF3A3,0-1,1-0,0,1,0
EEF1A1,RPS11,0-1,1-0,0,1,0
MRPS12,RPL4,0-1,1-0,0,1,0
SARNP,THOC5,1-0,0,1,0,0
BORA,CCP110,0,0-1,0,0,1
BET1L,TMED7,0-1,1-0,0,1,0
MRGBP,RUVBL1,0-1,1-0,0,1,0
CHD3,UBTF,0-1,1-0,0,1,0
CDK2,E2F2,0-1,0,0,1,1
KDELR1,NSF,0-1,1-0,0,1,0
PNP,UPP1,0-1,1-0,0,1,0
WBP11,WBP4,0-1,1-0,0,1,0
PES1,RSL24D1,1-0,0,1,0,0
HMGN1,LIG1,0-1,1-0,0,1,0
ITGB6,TNC,0,0-1,0,0,1
ITGB4,SFN,0-1,1-0,0,1,0
ACTR1A,TUBGCP4,0-1,1-0,0,1,0
ACER1,GBA,0,1-0,1,1,0
RPL6,RPN2,0-1,1-0,0,1,0
GMPS,GRWD1,0-1,1-0,0,1,0
PACSIN3,RAB5C,0-1,1-0,0,1,0
DCAF1,RNF123,0-1,1-0,0,1,0
ITGA3,LRP8,0,1-0,1,1,0
EIF2S2,RPL11,0-1,1-0,0,1,0
HSP90AB1,SRC,0,0-1,0,0,1
MRPS14,RPL29,0-1,1-0,0,1,0
ARPC1B,MYO1C,0-1,1-0,0,1,0
MUS81,UBE2T,0-1,1-0,0,1,0
MPHOSPH10,UTP15,0-1,1-0,0,1,0
CCNK,ELOA,1-0,0,1,0,0
NOC4L,PUM3,0-1,1-0,0,1,0
MRPL13,MRPS10,0-1,1-0,0,1,0
MRPL18,MRPL24,0-1,1-0,0,1,0
MRPS18B,MRPS7,0-1,0,0,1,1
HEATR1,SDAD1,0-1,1-0,0,1,0
RPS10,RPS3A,0-1,1-0,0,1,0
CCNB2,SGO2,0,0-1,0,0,1
EEF1A1,EEF1B2,0-1,1-0,0,1,0
PLAU,PLAUR,0-1,1-0,0,1,0
PTK2,TGFB1I1,0-1,1-0,0,1,0
HNRNPU,PRPF8,0-1,1-0,0,1,0
COL7A1,LAMB3,0-1,1-0,0,1,0
RPL41,RPS27,0-1,1-0,0,1,0
ARFGAP1,KIF2C,0-1,1-0,0,1,0
AMPH,HIP1,0-1,0,0,1,1
EXOSC4,NOL11,0-1,1-0,0,1,0
KIF1C,ZW10,0-1,1-0,0,1,0
NOB1,NOP14,0-1,1-0,0,1,0
DCAF1,FBXL4,0-1,1-0,0,1,0
FBXO2,SMURF2,0-1,1-0,0,1,0
MCM3,MCM5,0,0-1,0,0,1
FIP1L1,HNRNPR,0,0-1,0,0,1
MYL6,PXN,0-1,1-0,0,1,0
ARIH2,ZBTB16,1-0,0,1,0,0
CD59,TMED9,0-1,1-0,0,1,0
CCNA2,CDT1,0-1,1-0,0,1,0
RPL27,RPS24,0-1,1-0,0,1,0
NOP56,RPS9,0-1,1-0,0,1,0
CDC16,FBXL5,0-1,0,0,1,1
HECW2,RNF217,0-1,1-0,0,1,0
ADH5,GSTP1,0,1-0,1,1,0
MRPL28,MRPS9,0-1,1-0,0,1,0
EGFR,PACSIN3,0-1,1-0,0,1,0
MRPL2,MRPS26,0-1,1-0,0,1,0
EXOSC4,IMP4,0,1-0,1,1,0
MRPL58,TUFM,1-0,0,1,0,0
ARG2,GATM,0,0,1,1,1
KLHL25,UBE2S,0-1,1-0,0,1,0
MRPS7,RPL4,0-1,1-0,0,1,0
PNO1,WDR46,0-1,1-0,0,1,0
ADRM1,PSMD4,0-1,1-0,0,1,0
DDX47,NOP14,0-1,1-0,0,1,0
TAF5,TAF9,0-1,1-0,0,1,0
CUL7,WWP1,0-1,1-0,0,1,0
PIK3CA,ZAP70,0-1,0,0,1,1
PQBP1,SNRNP200,0-1,1-0,0,1,0
NUP54,SRSF3,0-1,1-0,0,1,0
HIST1H2BD,TAF9B,1-0,0,1,0,0
POLD2,POLD4,0-1,1-0,0,1,0
MCM5,STN1,0-1,1-0,0,1,0
DNAJC8,SF3A2,0-1,1-0,0,1,0
PTK2,VAV2,0-1,1-0,0,1,0
ANAPC11,PSMB8,0,1-0,1,1,0
ARF1,ARFGAP1,0-1,1-0,0,1,0
ALOX12B,PTGS1,0,0,1,1,1
HNRNPU,SRRM1,0-1,1-0,0,1,0
HNRNPA2B1,PPIL1,0-1,1-0,0,1,0
FBL,UTP20,0-1,1-0,0,1,0
LSM3,SART3,0-1,1-0,0,1,0
DNAJC8,SRRM1,0-1,1-0,0,1,0
ARFGAP1,SPTBN2,0-1,1-0,0,1,0
DDX47,SDAD1,0-1,1-0,0,1,0
PHF5A,PRPF4,0,0-1,0,0,1
DIMT1,SDAD1,0-1,1-0,0,1,0
RPL24,RPL29,0-1,1-0,0,1,0
CPSF3,PPIE,0-1,1-0,0,1,0
GRPEL2,HSPA1B,1-0,0-1,1,0,1
BTBD1,TRIM11,0-1,1-0,0,1,0
MRPL1,RPS2,0-1,1-0,0,1,0
ITGB3BP,MIS18A,0-1,1-0,0,1,0
MRPL12,MRPS15,0-1,1-0,0,1,0
RHNO1,RPA3,1-0,0,1,0,0
PELP1,UTP20,0-1,1-0,0,1,0
GEMIN5,NCBP1,0-1,1-0,0,1,0
NUP35,NUP93,0-1,1-0,0,1,0
GMPS,IMPDH1,1-0,0,1,0,0
RPL13,TPT1,0-1,1-0,0,1,0
NOC4L,UTP20,0-1,1-0,0,1,0
RPL27A,RPS15A,0-1,1-0,0,1,0
ALYREF,NUP54,0-1,1-0,0,1,0
EXOSC4,NOP58,0-1,1-0,0,1,0
CCNA2,MCM5,0-1,1-0,0,1,0
MTOR,SFN,0-1,1-0,0,1,0
DUT,NME1,0,0-1,0,0,1
AKR1B1,GALM,0-1,1-0,0,1,0
CKAP5,TUBB4A,0-1,0,0,1,1
BTBD1,ZBTB16,0-1,1-0,0,1,0
PELP1,WDR5,0-1,1-0,0,1,0
CGN,RHOA,0-1,1-0,0,1,0
HNRNPA1,TXNL4A,0,1-0,1,1,0
CSNK2A2,SUPT16H,1-0,0,1,0,0
RPS3,RPSA,0-1,1-0,0,1,0
AP1S1,AP2A2,0-1,1-0,0,1,0
FOXO3,STK4,0-1,1-0,0,1,0
CENPE,PRC1,0,0-1,0,0,1
C17orf49,CHD8,0-1,1-0,0,1,0
ACTN1,ILK,0-1,1-0,0,1,0
CDC27,CDK1,0,0-1,0,0,1
CTSB,CTSL,0,1-0,1,1,0
RPS18,RPS3A,0-1,1-0,0,1,0
PPP2R5A,SGO2,0,0-1,0,0,1
RPL27,RPL7A,0-1,1-0,0,1,0
SNRPC,SRSF2,0,1-0,1,1,0
GGH,GSTA4,0-1,1-0,0,1,0
BCAS2,PRPF19,0-1,1-0,0,1,0
COPG1,DCTN1,0-1,1-0,0,1,0
NARS,TARS,1-0,0,1,0,0
RAB1B,SEC22C,0-1,1-0,0,1,0
RPL3,RPS3,0,1-0,1,1,0
EEF1A1,RPS15A,0-1,1-0,0,1,0
EEF1A1,RPS27,0-1,1-0,0,1,0
GGH,GSTP1,0-1,1-0,0,1,0
HIST1H2BD,RNF168,0-1,1-0,0,1,0
POLD3,POLD4,0,1-0,1,1,0
ACADM,RXRA,0-1,1-0,0,1,0
EGFR,ITGA3,0-1,1-0,0,1,0
HMGB1,IRF5,0-1,1-0,0,1,0
RAB1B,RUSC2,1-0,0,1,0,0
DDX18,RRP1B,0-1,1-0,0,1,0
GDNF,GRB10,0-1,1-0,0,1,0
ANAPC11,PSME2,1-0,0,1,0,0
SEC22C,TMED2,0-1,1-0,0,1,0
MET,PLAUR,0-1,0,0,1,1
RPL18,RPL7A,0-1,1-0,0,1,0
RPL41,RPS11,0,1-0,1,1,0
EIF5B,RPS15,0-1,1-0,0,1,0
CETN2,MAPRE1,0-1,1-0,0,1,0
IL20RB,IL22RA1,0-1,0,0,1,1
CDK1,PPP1CC,0-1,0,0,1,1
NCAPG,NUSAP1,0-1,1-0,0,1,0
CDK9,ELOA,0,1-0,1,1,0
NOP14,TEX10,0-1,1-0,0,1,0
BUB3,CDC20,0-1,0,0,1,1
EIF2S2,RPL4,0-1,1-0,0,1,0
RPL26,RPL30,0-1,1-0,0,1,0
EGR2,H2AFZ,0-1,1-0,0,1,0
CDK1,NDEL1,0,0-1,0,0,1
ALYREF,PQBP1,0,0,1,1,1
CAPNS1,PTK2,0-1,1-0,0,1,0
TUBA1B,TUBB,0-1,1-0,0,1,0
LNX1,RNF130,1-0,0,1,0,0
H2AFZ,PCNA,0-1,1-0,0,1,0
ARAP3,RHOC,0-1,1-0,0,1,0
ALYREF,RNPS1,0-1,1-0,0,1,0
PHF19,RBBP4,0-1,1-0,0,1,0
IGF2R,VPS52,0-1,1-0,0,1,0
FBXO9,UBR4,0-1,1-0,0,1,0
FBXO22,UBE2S,0-1,1-0,0,1,0
LSM4,POLR2E,0-1,1-0,0,1,0
ERCC6L,NDC80,0-1,1-0,0,1,0
GBP2,HLA-DPB1,0-1,1-0,0,1,0
ADH7,UGT1A6,0-1,1-0,0,1,0
MRPL13,MRPL32,0-1,1-0,0,1,0
DCTN1,KIFAP3,0-1,1-0,0,1,0
BAZ1B,H2AFZ,0-1,1-0,0,1,0
CYP4F2,PLA2G2F,0,1-0,1,1,0
GSTO1,MGST3,0-1,0,0,1,1
PDCD11,TUFM,0-1,1-0,0,1,0
BCAR1,PRKCA,0-1,1-0,0,1,0
MRPL1,MRPL10,0-1,1-0,0,1,0
B3GNT2,GCNT2,0-1,1-0,0,1,0
ADH7,UGT1A7,0-1,1-0,0,1,0
MYLK,VCL,0-1,1-0,0,1,0
PES1,RPL4,0-1,1-0,0,1,0
ODC1,PSMA4,0-1,1-0,0,1,0
COPS6,RUVBL1,0-1,1-0,0,1,0
HDAC1,SUFU,1-0,0,1,0,0
CTSZ,MCFD2,0-1,1-0,0,1,0
KIFAP3,WDR34,0-1,1-0,0,1,0
MYH14,RHOA,0-1,0,0,1,1
FBXO9,UBE2L3,0-1,1-0,0,1,0
CALM1,DAPK1,0,0-1,0,0,1
POLR2E,RFC3,1-0,0,1,0,0
ARPC2,RAB5B,0-1,1-0,0,1,0
MRPL32,MRPL58,0,1-0,1,1,0
HOMER1,HOMER3,0-1,0,0,1,1
NSL1,SGO1,0-1,1-0,0,1,0
ILK,PIK3CD,0-1,0,0,1,1
ALYREF,SRRM1,0-1,1-0,0,1,0
CDCA5,PPP1CC,0,0-1,0,0,1
ACTN4,RHOA,0-1,1-0,0,1,0
GNAO1,GNG10,0-1,1-0,0,1,0
EIF3E,RPL13,0-1,1-0,0,1,0
TUBA4A,TUBB4A,0-1,0,0,1,1
EP400,H1F0,1-0,0,1,0,0
COX6C,COX7C,0-1,1-0,0,1,0
CCNG1,PTPA,0-1,1-0,0,1,0
LSM4,SF3B5,0-1,0,0,1,1
LAS1L,PELP1,0-1,1-0,0,1,0
PPIL1,SF3B2,0-1,1-0,0,1,0
CDK1,CEP55,0,0-1,0,0,1
RPL21,RPS25,0-1,1-0,0,1,0
GRWD1,NHP2,0-1,1-0,0,1,0
DDX47,EXOSC9,0-1,1-0,0,1,0
ACTA2,MYH10,1-0,0,1,0,0
BIRC5,CENPE,0-1,1-0,0,1,0
RPS4Y1,UPF3A,0-1,1-0,0,1,0
MTA1,UBTF,0-1,1-0,0,1,0
EFTUD2,NUDT21,0-1,1-0,0,1,0
RPL26L1,RPS9,0-1,1-0,0,1,0
A2M,TMSB4X,0,0-1,0,0,1
RPL14,RPL15,0-1,1-0,0,1,0
FANCE,FANCI,0-1,1-0,0,1,0
CALML5,PPP3CA,0-1,1-0,0,1,0
CTBP1,HDAC1,1-0,0,1,0,0
BUB3,STAG1,0,1-0,1,1,0
PSMD13,PSMD4,0-1,1-0,0,1,0
DHX16,HNRNPH2,0-1,1-0,0,1,0
PTBP1,WBP4,0-1,1-0,0,1,0
MRPL12,MRPS35,0-1,1-0,0,1,0
GRWD1,NIP7,0-1,1-0,0,1,0
PAXIP1,SUMO1,0-1,1-0,0,1,0
IMP4,RPSA,1-0,0,1,0,0
CDH13,CDH3,0-1,1-0,0,1,0
SFN,TP63,0-1,1-0,0,1,0
ARL1,SYS1,0-1,1-0,0,1,0
ARPC1B,MYH9,0-1,1-0,0,1,0
SERPINB3,SERPINB4,1-0,0,1,0,0
LIPG,MGLL,0-1,0,0,1,1
RPLP2,RPS27,0-1,1-0,0,1,0
GRPEL2,HSPA14,1-0,0-1,1,0,1
MRPL15,MRRF,0-1,1-0,0,1,0
RPL29,RPL3,0-1,1-0,0,1,0
CCT6A,TUBA1A,0,0,1,1,1
HRAS,RAC1,0-1,1-0,0,1,0
DDX56,PUM3,0-1,1-0,0,1,0
RPL17,SEC11A,0-1,1-0,0,1,0
SUMO1,XRCC5,0-1,1-0,0,1,0
DEGS1,SMPD3,0,0,1,1,1
ODC1,PSMD2,0-1,1-0,0,1,0
CHST3,CSPG4,0-1,1-0,0,1,0
ARPC1A,REPS1,0,0-1,0,0,1
CERS2,GBA,0,0-1,0,0,1
HLA-F,IFITM3,0-1,1-0,0,1,0
ARPC2,FCHO1,0,0-1,0,0,1
UBR4,ZBTB16,0,1-0,1,1,0
RDX,ROCK2,0-1,1-0,0,1,0
CARD11,MAP3K7,1-0,0,1,0,0
HERC3,UBR2,0-1,1-0,0,1,0
TUBA1B,TUBB2A,0,0,1,1,1
RPL19,RPL30,0-1,1-0,0,1,0
PPP2R5C,PSMA1,0-1,1-0,0,1,0
MRPL42,MRPS6,0-1,1-0,0,1,0
AMPH,HIP1R,0-1,0,0,1,1
ARHGAP11A,RHOC,0,0-1,0,0,1
SKP2,SOCS1,0-1,1-0,0,1,0
DEGS2,GBA,0-1,1-0,0,1,0
ADK,PNP,0,0-1,0,0,1
PRKACB,RAPGEF4,0-1,1-0,0,1,0
CCT6A,CCT8,0-1,1-0,0,1,0
RPS27L,RPS5,0-1,1-0,0,1,0
ACTR2,FCHO1,0,0-1,0,0,1
AXIN1,PSMD2,0-1,1-0,0,1,0
KPNB1,NUP35,0-1,1-0,0,1,0
GTF2H3,SSRP1,0-1,1-0,0,1,0
UBE2E1,UBE2J1,0,0-1,0,0,1
ARFGAP1,SURF4,0-1,1-0,0,1,0
EP400,MRGBP,0-1,1-0,0,1,0
NELFB,POLR2E,0-1,1-0,0,1,0
MRPL11,MRPL2,0-1,1-0,0,1,0
EPN1,PPP3CA,0-1,1-0,0,1,0
DDX23,PCF11,0-1,1-0,0,1,0
HSPD1,IDH3G,0-1,1-0,0,1,0
CDC27,LNX1,0,0-1,0,0,1
MRPL17,MRPS26,0-1,1-0,0,1,0
BID,TP53,0-1,1-0,0,1,0
PREB,TMED2,0-1,1-0,0,1,0
PELP1,RUVBL2,0-1,1-0,0,1,0
KIF2C,TPX2,0,0-1,0,0,1
ORC1,PSME4,0,0-1,0,0,1
AKT1,PTPN1,0-1,1-0,0,1,0
GRPEL2,HSPA2,0-1,0,0,1,1
BUB1B,XPO1,0-1,1-0,0,1,0
H2AFJ,KDM1A,0-1,1-0,0,1,0
SF1,U2AF2,0-1,1-0,0,1,0
DNAJC3,HSPA5,0-1,1-0,0,1,0
SEC22C,TRAPPC4,0-1,1-0,0,1,0
CDC34,LRSAM1,0,1-0,1,1,0
ILK,PPP1R14A,0-1,1-0,0,1,0
DHCR24,DHCR7,0-1,1-0,0,1,0
SNRNP200,SRSF3,0-1,1-0,0,1,0
RPL27A,RPS7,0-1,1-0,0,1,0
MRPS15,RPSA,0-1,1-0,0,1,0
RPL27,RPL36,0-1,1-0,0,1,0
F2R,NTSR1,0,1-0,1,1,0
DHCR24,EBP,0-1,1-0,0,1,0
RPS9,SPCS1,0-1,1-0,0,1,0
RPL3,RPN2,0-1,1-0,0,1,0
NDC1,NUP62,0-1,1-0,0,1,0
RPS27L,RPS9,0,1-0,1,1,0
SUMO1,UBE2I,0-1,1-0,0,1,0
FOSL2,JUN,0-1,1-0,0,1,0
RPL27,RPS8,0-1,1-0,0,1,0
ELP3,ELP5,0-1,1-0,0,1,0
DHX37,PELP1,0-1,1-0,0,1,0
EIF3C,RPL35,0-1,1-0,0,1,0
CBL,EGFR,1-0,0,1,0,0
GNB4,GNG10,1-0,0,1,0,0
SNRPD1,YBX1,0-1,1-0,0,1,0
ILK,ITGA5,0-1,1-0,0,1,0
H2AFZ,NCAPG2,0,1-0,1,1,0
FBXW5,RBCK1,0-1,1-0,0,1,0
CDC20,CDK1,0,0-1,0,0,1
PWP2,WDR36,0-1,1-0,0,1,0
LARS,YARS,0-1,1-0,0,1,0
DDB2,POLE4,0-1,1-0,0,1,0
HNRNPA2B1,USP39,0-1,1-0,0,1,0
CCNB1,MELK,0,0-1,0,0,1
CTNNBL1,LSM4,0-1,1-0,0,1,0
FKBP1A,SNCA,0-1,1-0,0,1,0
CDC20,FBXO5,0,0-1,0,0,1
MRPL32,TUFM,0-1,1-0,0,1,0
RPS12,RPS27,0-1,1-0,0,1,0
AK5,NME7,0-1,0,0,1,1
FOXO1,STAT3,0,1-0,1,1,0
EBNA1BP2,SSB,0-1,1-0,0,1,0
HNRNPM,LSM3,0-1,1-0,0,1,0
CUL3,UBE2S,0-1,0,0,1,1
MRPL18,MRPS18B,0-1,0,0,1,1
LSM3,SNRPB,0-1,1-0,0,1,0
RPS5,RRP36,0-1,1-0,0,1,0
AP1S1,SORT1,0-1,1-0,0,1,0
MRPL9,MRPS30,0-1,1-0,0,1,0
CCNA2,MCM2,0-1,1-0,0,1,0
CCT7,TUBA1B,0-1,1-0,0,1,0
SNRPD2,TXNL4A,0-1,1-0,0,1,0
MRPL11,MRPL57,0-1,1-0,0,1,0
ITGB3BP,XPO1,0-1,1-0,0,1,0
ALOX12B,CYP2J2,0,0,1,1,1
MTX1,TOMM40,0-1,1-0,0,1,0
AKT1,GAB2,0-1,1-0,0,1,0
EIF3E,RPL6,0-1,1-0,0,1,0
ARHGEF28,EPHB3,1-0,0,1,0,0
RPL36,RPS29,0-1,1-0,0,1,0
UTP14A,WDR75,0-1,1-0,0,1,0
RPL38,RPS10,0-1,1-0,0,1,0
KIF2C,PPP1CC,0-1,0,0,1,1
RPL39,RPS12,0-1,1-0,0,1,0
RPL26L1,RPSA,0-1,1-0,0,1,0
EPN1,LDLRAP1,0-1,1-0,0,1,0
COL18A1,ESR1,0-1,1-0,0,1,0
ERCC2,PRKACB,0-1,1-0,0,1,0
MTA2,UBTF,0-1,1-0,0,1,0
SNX4,STX12,0-1,0,0,1,1
RPL36AL,RPS15,0-1,1-0,0,1,0
KIF2A,NUDC,0-1,1-0,0,1,0
GOT2,GPT2,0-1,1-0,0,1,0
ERLIN2,HRAS,0-1,1-0,0,1,0
AKT1,KHSRP,0-1,1-0,0,1,0
RPL13A,RPS15A,0-1,1-0,0,1,0
GAS6,SPARC,0-1,1-0,0,1,0
ATF2,DUSP1,1-0,0,1,0,0
MCM8,PRIM1,0-1,1-0,0,1,0
DPH2,EEF2,0-1,1-0,0,1,0
PSMA4,PSMB2,0-1,1-0,0,1,0
CDK1,NCAPH,0,0-1,0,0,1
MUS81,SLX4,0-1,1-0,0,1,0
PSMB4,PSMD4,0,0-1,0,0,1
CENPX,UBE2T,0-1,1-0,0,1,0
HIST1H2BD,KDM1A,0,1-0,1,1,0
EXOSC10,HEATR1,0-1,1-0,0,1,0
POLE4,PRIM1,0-1,1-0,0,1,0
MRPL1,MRPL57,0-1,1-0,0,1,0
POLR2J,POLR2L,0-1,1-0,0,1,0
NOC4L,RRP9,0-1,1-0,0,1,0
BMI1,H2AFJ,0-1,0,0,1,1
GBP1,OAS1,0-1,1-0,0,1,0
E2F4,MYBL2,0,0-1,0,0,1
INPP5K,ITPKC,0,0,1,1,1
PSMB10,SKP2,0,1-0,1,1,0
SLC9A3R1,SLC9A3R2,0-1,1-0,0,1,0
AJUBA,NEK2,0-1,0,0,1,1
CHST12,CHST2,0-1,0,0,1,1
RPL3,RPS5,0-1,1-0,0,1,0
BRCA1,RBBP8,0-1,1-0,0,1,0
KDELR2,KLC2,0-1,1-0,0,1,0
ALYREF,RBMX,0-1,1-0,0,1,0
HNRNPA2B1,PRPF31,1-0,0,1,0,0
ITGAM,PLAUR,0-1,1-0,0,1,0
HK2,TIGAR,0-1,1-0,0,1,0
ACTA2,TPM3,1-0,0,1,0,0
EXOSC9,KHSRP,0-1,1-0,0,1,0
AMPH,PIK3C2A,0-1,1-0,0,1,0
PRPF19,SF1,0-1,1-0,0,1,0
RPL35A,RPS14,0-1,1-0,0,1,0
RPL10,RPL18A,0-1,1-0,0,1,0
GNL3L,RRP1B,0-1,1-0,0,1,0
PTBP1,U2AF2,0-1,1-0,0,1,0
ANLN,PBK,0,0-1,0,0,1
MRPL16,MTIF2,0-1,1-0,0,1,0
ANLN,CDK1,0,0-1,0,0,1
PREB,SEC23A,0,1-0,1,1,0
SELENOP,VWF,0,0,1,1,1
NOC4L,UTP14A,0-1,1-0,0,1,0
HNRNPA3,PPIL1,0-1,1-0,0,1,0
MRPL37,MRPS17,0-1,1-0,0,1,0
PELP1,WDR36,0-1,1-0,0,1,0
DDX47,EXOSC8,0-1,1-0,0,1,0
GRB2,SRC,0-1,1-0,0,1,0
FBXO32,MYLIP,0-1,0,0,1,1
TMEM173,XRCC6,0-1,1-0,0,1,0
IARS,TARS,0,1-0,1,1,0
AGPAT4,LPIN1,0,0-1,0,0,1
AKT1,MTOR,0-1,1-0,0,1,0
BYSL,IMP4,0-1,1-0,0,1,0
HRAS,PPP5C,0-1,1-0,0,1,0
CETN2,HAUS6,0-1,1-0,0,1,0
CREBBP,MED1,0-1,1-0,0,1,0
CAPN12,CAPNS2,0-1,1-0,0,1,0
MYO1C,RAC1,0-1,1-0,0,1,0
RNF114,UBA1,0-1,1-0,0,1,0
DNM2,ITSN2,1-0,0-1,1,0,1
NSA2,RPL3,0-1,1-0,0,1,0
IQGAP1,TLN1,0-1,1-0,0,1,0
